2009:01:16:08:36:53	-13.68323	13882.12614	71.90734*
2009:01:16:08:36:53	-13.59004	14316.64185	71.90734*
2009:01:16:08:36:54	-13.39752	14336.6286	71.90734*
2009:01:16:08:36:54	-13.27929	14398.5378	71.90734*
2009:01:16:08:36:54	-13.11576	14534.00475	71.90734*
2009:01:16:08:36:54	-12.76086	14693.65822	71.90734*
2009:01:16:08:36:55	-12.75734	14766.623	71.90734*
2009:01:16:08:36:55	-12.7008	15308.25544	71.90734*
2009:01:16:08:36:55	-12.68464	15502.58574	71.90734*
2009:01:16:08:36:55	-12.62449	15737.86951	71.90734*
2009:01:16:08:36:56	-12.46187	15784.60602	71.90734*
2009:01:16:08:36:56	-12.37337	16063.37419	71.90734*
2009:01:16:08:36:56	-12.23325	16173.29671	71.90734*
2009:01:16:08:36:56	-12.13207	16382.91585	71.90734*
2009:01:16:08:36:57	-11.80948	16863.70871	71.90734*
2009:01:16:08:36:57	-11.65447	17268.18636	71.90734*
2009:01:16:08:36:57	-11.28969	18004.41751	71.90734*
2009:01:16:08:36:57	-11.17189	18060.19459	71.90734*
2009:01:16:08:36:58	-11.15759	18289.72185	71.90734*
2009:01:16:08:36:58	-11.12218	18959.06933	71.90734*
2009:01:16:08:36:58	-10.78991	19375.43794	71.90734*
2009:01:16:08:36:58	-10.78634	20925.32909	71.90734*
2009:01:16:08:36:59	-10.78519	21342.9183	71.90734*
2009:01:16:08:36:59	-10.74547	21547.89989	71.90734*
2009:01:16:08:36:59	-10.59384	22179.97627	71.90734*
2009:01:16:08:36:59	-10.47601	22307.94063	71.90734*
2009:01:16:08:37:00	-10.34151	22722.20126	71.90734*
2009:01:16:08:37:00	-10.27764	22855.65337	71.90734*
2009:01:16:08:37:00	-10.24903	23246.93944	71.90734*
2009:01:16:08:37:00	-10.24401	23281.88509	71.90734*
2009:01:16:08:37:01	-10.07548	23326.41316	71.90734*
2009:01:16:08:37:01	-10.07098	23466.91533	71.90734*
2009:01:16:08:37:01	-10.0251	23581.65	71.90734*
2009:01:16:08:37:01	-9.9948	23681.63348	71.90734*
2009:01:16:08:37:02	-9.69664	23824.28949	71.90734*
2009:01:16:08:37:02	-9.69297	23975.6802	71.90734*
2009:01:16:08:37:02	-9.66256	24039.30784	71.90734*
2009:01:16:08:37:02	-9.64072	24245.14536	71.90734*
2009:01:16:08:37:03	-9.52919	24983.94606	71.90734*
2009:01:16:08:37:03	-9.51259	26682.94454	71.90734*
2009:01:16:08:37:03	-9.31706	27208.06692	71.90734*
2009:01:16:08:37:03	-9.18693	27248.42828	71.90734*
2009:01:16:08:37:04	-9.04722	27509.50363	71.90734*
2009:01:16:08:37:04	-9.03458	27793.06084	71.90734*
2009:01:16:08:37:04	-8.66903	28210.9721	71.90734*
2009:01:16:08:37:04	-8.58249	28247.39014	71.90734*
2009:01:16:08:37:05	-8.54679	28357.94954	71.90734*
2009:01:16:08:37:05	-8.38686	28498.80747	71.90734*
2009:01:16:08:37:05	-8.25464	28649.06218	71.90734*
2009:01:16:08:37:05	-8.19893	29101.48973	71.90734*
2009:01:16:08:37:06	-7.53848	29282.71696	71.90734*
2009:01:16:08:37:06	-7.5173	29367.70979	71.90734*
2009:01:16:08:37:06	-7.37164	29820.54278	71.90734*
2009:01:16:08:37:06	-7.27593	30011.29561	71.90734*
2009:01:16:08:37:07	-7.06172	30167.74723	71.90734*
2009:01:16:08:37:07	-6.82107	30307.84407	71.90734*
